pickup_date,pickup_hour,trip_count,PULocationID_mode,DOLocationID_mode,is_weekend_mode,trip_miles_mean,trip_miles_sum,trip_time_mean,trip_time_sum,base_passenger_fare_mean,base_passenger_fare_sum,tolls_mean,tolls_sum,bcf_mean,bcf_sum,sales_tax_mean,sales_tax_sum,congestion_surcharge_mean,congestion_surcharge_sum,tips_mean,tips_sum,driver_pay_mean,driver_pay_sum,PULocationBorough,PULocationZone,DOLocationBorough,DOLocationZone
2024-07-16,23,6144,138,265,False,5.270034016927084,32379.089,1118.20947265625,6870279,25.79088541666667,158459.2,1.1557828776041668,7101.13,0.7265152994791667,4463.71,2.078536783854166,12770.53,1.2277425130208333,7543.25,1.33302734375,8190.12,19.08791666666667,117276.16,Queens,LaGuardia Airport,,Outside of NYC
2024-07-17,0,4654,138,265,False,5.90663579716373,27489.483,1102.2116458960031,5129693,26.50131929522991,123337.14,1.2873657069187794,5991.4,0.7562354963472282,3519.52,2.208197249677697,10276.95,1.084873227331328,5049.0,1.2024838848302537,5596.36,19.926944563816072,92740.0,Queens,LaGuardia Airport,,Outside of NYC
2024-07-17,1,2552,132,265,False,5.308528213166144,13547.364,965.0877742946708,2462904,23.46551724137931,59884.0,1.1474412225705328,2928.27,0.6625117554858935,1690.73,1.8681034482758616,4767.4,1.0172413793103448,2596.0,1.071007053291536,2733.21,17.53835423197492,44757.88,Queens,JFK Airport,,Outside of NYC
2024-07-17,2,1653,79,265,False,5.425134301270417,8967.747,968.2764670296432,1600561,23.4650998185118,38787.81,1.2841258318209317,2122.66,0.6664912280701755,1101.71,1.8847065940713852,3115.42,0.9965214761040532,1647.25,0.9132667876588022,1509.63,17.754041137326073,29347.43,Manhattan,East Village,,Outside of NYC
2024-07-17,3,1334,37,132,False,5.797210644677661,7733.479,961.2076461769116,1282251,24.258935532233885,32361.42,1.3126686656671664,1751.1,0.6942578710644678,926.14,2.019715142428786,2694.3,0.977136431784108,1303.5,1.0119790104947526,1349.98,18.33697901049475,24461.53,Brooklyn,Bushwick South,Queens,JFK Airport
2024-07-17,4,2054,7,138,False,6.876211781888997,14123.739,1054.667964946446,2166288,27.893451801363195,57293.15,1.603695228821811,3293.99,0.8129844206426484,1669.87,2.350491723466407,4827.91,1.0108325219084713,2076.25,1.3084810126582278,2687.62,20.64968841285297,42414.46,Queens,Astoria,Queens,LaGuardia Airport
2024-07-17,5,3065,132,138,False,6.750075693311582,20688.982,1064.5246329526915,3262768,27.731099510603592,84995.82,1.6973181076672104,5202.28,0.8075856443719412,2475.25,2.336443719412724,7161.2,0.9609298531810768,2945.25,1.4581141924959216,4469.12,20.626508972267537,63220.25,Queens,JFK Airport,Queens,LaGuardia Airport
2024-07-17,6,4910,132,138,False,5.866670875763747,28805.354,1100.2606924643585,5402280,25.281503054989816,124132.18,1.4044256619144602,6895.73,0.7264745417515275,3566.99,2.123283095723014,10425.32,1.101680244399185,5409.25,1.2931588594704684,6349.41,19.56539307535641,96066.08,Queens,JFK Airport,Queens,LaGuardia Airport
2024-07-17,7,7237,42,265,False,4.881068674865276,35324.294,1155.676108884897,8363628,23.83171894431394,172470.15,1.1144424485283957,8065.22,0.6744977200497444,4881.34,2.010222467873428,14547.98,1.0886762470637004,7878.75,1.181569711206301,8551.02,18.70021003178113,135333.42,Manhattan,Central Harlem North,,Outside of NYC
2024-07-17,8,9398,112,265,False,4.190428282613322,39381.645,1184.2742072781443,11129809,23.86055543732709,224241.5,0.8330729942540966,7829.22,0.6653862523941264,6253.3,2.0027761225792724,18822.09,1.072435624600979,10078.75,1.2134443498616727,11403.95,18.29061928069802,171895.24,Brooklyn,Greenpoint,,Outside of NYC
